980.8;-58.3;-34.85;0
107.6;281.52;181;1
824.23;-549.78;713.69;0
-47.38;309.97;822.73;1
973.08;-560.27;-142.86;0
915.28;537.53;-496.3;0
523.49;862.63;365.27;1
375.49;-590.74;468.84;0
-59.61;955.42;138.39;1
397.83;882.93;974.17;1
-919.19;-621.1;426.8;1
-639.6;-726.04;-964.04;0
852.43;160.54;273.65;0
611.28;858.35;-401.42;1
615.62;147.15;349.71;0
-241.31;-952.92;-321.47;0
-746.45;28.59;-444.76;1
-380.32;-515.59;238.92;0
-2.34;800.8;989.91;1
228.93;523.77;-333.5;1
127.01;-821.6;-312.5;0
801.92;-128.76;80.9;0
-928.19;856.23;-932.66;1
-733.34;24.13;820.22;1
419.78;260.89;-827.66;0
649.75;-557.5;-767.9;0
-884.32;90.72;990.93;1
180.63;696.58;118.89;1
107.97;561.23;644.66;1
909.57;128.5;-730.87;0
617.41;366.21;628.8;1
748.76;-480.43;781.91;0
-625.55;24.3;-355.56;1
401.43;-681.7;-665.98;0
706.85;495.48;432.56;1
987.36;-311.37;577.76;0
102.53;-364.51;887.31;1
748.13;51.03;-398.76;0
-60.67;-906.61;-739.41;0
-141.17;-728.88;448.65;0
-959.77;-372.24;504.55;1
-841.85;559.82;-139.44;1
-685.11;625.4;-88.47;1
584.76;820.38;140.68;1
84.37;855.02;-742.32;1
788.08;-889.13;574.08;0
383.02;-915.28;-727.5;0
830.2;364.82;434.42;0
-357.83;-710.19;452.57;0
850.65;-549.25;-307.94;0
-76.48;-249.98;656.45;1
-168.24;-841.29;354;0
-751.44;124.95;-349.94;1
-718.96;524.65;909.78;1
434.31;-886.94;743.08;0
694;-83.47;-189.45;0
-351.41;-571.86;367.13;0
-44.54;394.94;-483.95;1
78.2;-233.75;15.38;0
468.62;671;-120.37;1
-412.66;42.43;920.45;1
-713.53;918.66;374.39;1
-2.14;56.6;27.41;1
-408.59;-499.39;-110.38;0
239.01;-120.29;-866.67;0
580.6;-769.74;235.34;0
819.88;-165.48;452.12;0
-465.8;-730.04;895.11;1
737.69;-434.06;598.66;0
912.2;364.36;52.76;0
364.54;922.85;574.46;1
-850.6;266.32;-184.62;1
-752.66;-662.72;769.67;1
-980.3;112.06;-726.87;1
-657.25;-81.25;-78.82;1
136.82;-7.19;-843.53;0
846.76;-22.77;754.36;0
-239.77;-157.08;952.09;1
421.21;598.61;-883.23;0
240.93;-494.86;741.59;0
306.87;-634.96;-663.66;0
515.15;967.25;-336.26;1
375.76;370.69;-766.82;0
10.3;-710.24;-169.05;0
-837.5;-807.79;-92.22;0
-285;-346.06;-648.66;0
789.03;140.03;-942.86;0
-919.95;-923.57;321.94;1
-884.55;-583.16;623.91;1
273.61;457.8;350.77;1
990.2;882.18;-613.86;0
-516.08;-319.23;-528.86;0
878.77;226.83;276.32;0
818.04;-515.61;694.16;0
859.06;317.89;-42.88;0
-410.99;32.7;-435.55;1
-908.47;314.38;-32.97;1
263.39;648.2;-456.32;1
-299.39;-453.08;480.31;1
-440.22;372.71;-472.21;1
-373.13;-192.28;5.37;1
-361.71;-770.22;-734.83;0
-649.92;-105.22;40.59;1
1.96;-44.64;51.63;0
-555.96;938.95;-632.49;1
-944.33;717.42;-926.94;1
-356.95;305.88;-451.39;1
-504.14;-599.63;-416.34;0
976.61;-551.14;-156.15;0
881.86;-378.47;378.28;0
466.09;-31.07;-222.06;0
-176.35;975.57;-324.68;1
816.45;222.91;-941.48;0
162.35;62.85;-246.74;0
724.93;-660.15;658.69;0
208.69;-15.16;653.67;1
123.22;-487.67;-377.29;0
-569.95;919.39;687.58;1
-463.81;-599.77;-534.18;0
33.97;-136.36;-806.69;0
-761.95;902.28;-263.25;1
-203;-509.65;-415.84;0
-623.2;-947.87;-308.14;0
488.09;-106.16;483.05;0
-935.75;-610.52;-414.92;0
656.26;-941.97;826.11;0
-262.43;-38.66;-874.08;0
-732.55;235.24;-515.61;1
-858.05;560.94;866.07;1
438.39;992.63;935.87;1
871.4;98.39;-819.64;0
599.12;4.57;-840.54;0
33.6;-848.82;-231.7;0
96.07;-436.53;813.92;1
-205.25;-241.55;718.52;1
306.88;787.76;49.91;1
-731.86;778.2;-664.38;1
819.87;913.89;110.98;1
16;982.13;-729.96;1
352.3;-647.23;865.91;0
658.11;496.74;681.06;1
-869.08;-222.31;149.56;1
630.03;963.89;246.12;1
209.55;-795.14;-759.42;0
-465.87;-705.73;730.16;1
-858.31;39.22;-714.65;1
152.87;-427.7;299.85;0
1.46;181.6;-841.14;0
842.92;-537.37;-645.93;0
191.19;-803.76;-148.23;0
405.39;473.64;361.85;1
43.32;-761.07;514.06;0
696.71;740.72;594.57;1
-522.78;867.94;796.75;1
961.54;315.84;-877.76;0
-624.38;-504.9;-297.19;0
-522.01;153.14;-105.3;1
873.91;-527.67;542.65;0
433.22;89.06;-401.19;0
797.75;-797.01;-730.17;0
613.93;329.52;-243.32;0
-563.61;756.5;6.51;1
469.36;-49.02;-194.57;0
-251.75;198.52;166.54;1
-402.15;205.18;-296.18;1
279.86;-386.52;324.95;0
746.45;-213.85;341.52;0
218.84;71.01;78.3;0
-143.95;-612.85;-331.3;0
-350.96;-529.1;839.56;1
821.76;-67.36;555.54;0
-991.44;-812.07;-368;0
269.2;-106.03;-670.73;0
-488.71;-689.53;-878.22;0
892.5;-307.54;-369.31;0
-299.53;-130.87;-63.58;1
-486.67;227.76;93.02;1
-478.64;-914.11;-855.98;0
936.46;768.22;-848.54;0
-106.09;93.44;-683.02;0
-678.4;-260.56;-820.18;0
-421.78;66.9;-591.47;0
-207.14;944.35;-126.64;1
-238.4;-583.03;738.08;1
45;-440.74;128.38;0
950.47;-35.31;547.41;0
-757.27;221.73;901.2;1
192.7;937.03;639.71;1
730.93;-65.26;-558.43;0
-470.76;412.33;-21.95;1
133.58;666.26;-425.42;1
128.02;-384.57;256.32;0
-839.15;968.51;385.23;1
-175.16;366;569.2;1
-699.32;-470.44;768.81;1
-455.42;573.76;-471.95;1
-712.47;614.57;-369.63;1
456.31;-325.06;-11.97;0
480.84;-71.14;-287.35;0
-153.01;-120.4;-503.92;0
524.77;-146.78;-456.12;0
275.27;614.29;581.05;1
317.67;-560.49;797.77;0
-830.09;399.05;830.28;1
371.1;-282.04;-845.21;0
-468.52;683.04;-557.67;1
-434.73;978.91;-431.87;1
-298.2;-776;866;1
540.01;746.25;-252.8;1
537.13;-330.85;203.09;0
926.53;-998.42;-574.56;0
-446.96;724.53;756.78;1
373.64;844.61;860.21;1
93.5;-705.39;705.05;0
304.33;448.22;-2.26;1
967.5;735.12;415.86;1
993.97;359.58;324.84;0
-710.79;-892.03;-983.39;0
623.77;-929.67;-849.09;0
256.67;502.5;-332.25;1
-388.85;-844.25;179.48;0
852.92;-81.69;66.72;0
333.37;729.76;372.95;1
277.56;-897.77;-146.96;0
-585.22;513.91;-137.35;1
75.12;-464.97;228.99;0
-160.3;601.11;-186.12;1
436.93;-826.02;871.4;0
666.29;-411.05;569.79;0
-256.58;-948.1;-25.18;0
-817.49;158.14;263.76;1
418.16;934.21;455.45;1
288.41;271.24;392.46;1
-294.91;577.46;-465.23;1
-515.81;-635.6;638.41;1
-580.33;-181.46;184.22;1
-485.67;-681.97;-631.83;0
993.48;407.03;-730.63;0
864.57;94.21;-134.44;0
943.56;-734.32;-869.98;0
208.18;-494.53;-157.43;0
522.42;146.29;-39.58;0
268.56;14.88;172.44;0
-87.34;-139.62;806.93;1
515.32;932.88;-553.6;1
-443.16;709.36;-988.32;1
-915.2;566.36;118.21;1
-933.6;-334.4;439.48;1
371.58;636.98;-225.83;1
168.44;-485.76;-303.96;0
-83.04;-351.76;-677.69;0
-80.28;559.93;-317.01;1
-370.11;523.41;-84.63;1
175.75;-46.52;445.78;1
824.65;298.15;-855.7;0
-697.45;218.51;273.78;1
789.03;486.64;495.15;1
-779.72;252.93;-778.91;1
