697.02;885.57;-941.53;0
522.96;352.72;629.75;1
-690.76;-731.14;-43.65;0
-699.79;-571.5;687.9;1
135.62;773.3;-362.73;1
-583.3;571.13;925.61;1
572.03;-73.82;-927.17;0
349.57;464.27;-340.67;0
227.27;972.09;-236.08;1
-448.72;904.17;967.19;1
-71.2;877.36;-202.37;1
-727.74;-1.5;223.32;1
-625.37;316.67;290.66;1
578.69;-80.67;-692.62;0
-134.63;657.67;-475.42;1
812.01;-762.42;792.56;0
-34.57;-626.02;-126.97;0
742.82;-898.95;7.18;0
507.6;-116.91;-933.62;0
127.28;295.63;949.17;1
599.65;-125.23;-490.48;0
-369.95;-55.99;214.69;1
-214.34;506.86;1.74;1
202.98;-499;-969.55;0
-348.82;28.05;200.36;1
360.97;-503.23;-331.31;0
164.62;616.65;-448.94;1
840.4;653.57;-680.99;0
-637.71;420.61;-308.84;1
-136.67;242.83;-493.65;1
646.54;-537.98;-504.39;0
-594.86;705.69;208.25;1
-254.53;-781.5;-658.53;0
-658.38;934.97;677.56;1
-657.16;371.02;-281.6;1
310.43;773.49;-546.96;1
-32.15;69.81;-814.46;0
345.5;-52.53;385.12;0
69.2;684.03;147.67;1
7.43;817.6;766.18;1
-531.98;-637.82;-763.53;0
-261.68;447.24;221.64;1
312.49;418.14;114.16;1
-119.4;659.99;105.12;1
-472.52;561.52;-141.95;1
421.42;917.45;-665.24;1
-588.8;-180.37;589.33;1
-211.25;-16.53;-194.29;1
298.43;-854.49;-804.76;0
529.78;-191.18;272.64;0
-715.73;-818.15;-387.51;0
215.48;218.12;-677.42;0
-848.42;776.53;-320.02;1
260.56;37.95;-667.39;0
-300.17;724.37;-853.44;1
988.62;-492.8;891.82;0
42.27;624.7;925.73;1
-744.87;-109.5;473.72;1
260.48;843.13;77.02;1
234.55;408.97;936.1;1
204.38;-371.29;328.14;0
-375.39;676.15;56.46;1
-929.09;-666.42;-562.7;0
209.98;651.87;-565.11;1
-853.2;-61.44;-855.05;1
-735.8;957.76;-207.32;1
-951.15;174.11;209.5;1
-423.28;962.15;-548.85;1
127.66;-529.29;767.68;0
-84.38;-288.91;-421.64;0
-429.45;-564.94;141.81;0
488.41;-704.52;-164.48;0
523.13;-695.72;-945.31;0
866.79;-381.86;-867.6;0
-935.02;-123.08;-646.05;1
263.98;531.19;-555.45;0
980.22;601.65;-601.7;0
-521.95;-692.11;-24.32;0
231.85;-899.09;-205.95;0
320.6;330.81;-383.02;0
548.97;204.69;-33.37;0
759.45;-281.72;-297.32;0
272.39;117.13;178.09;1
-990.65;645.26;-431.8;1
-869.72;-511.34;60.23;1
69.32;-203.75;-357.43;0
-740.89;-192.14;-368.55;1
-589.8;312.03;-701.01;1
-403.12;-937.96;353.58;0
945.16;-919.21;-396.97;0
-131.72;439.08;391.63;1
951.61;-449.88;-298.89;0
15.86;-750.34;-828.42;0
759.26;184.05;864.31;1
-563.96;638.46;-743.78;1
-298.74;982.09;-828.32;1
275.69;44.3;-829.18;0
-648.82;283.55;-564;1
-498.26;255.36;-705.04;1
-683.05;790.38;-410.32;1
703.16;-169.57;-496.05;0
-636.24;-168.59;407.67;1
218.26;-373.41;-630.06;0
405.4;-352.2;970.49;1
-935.85;182.57;-326.48;1
-611.17;-936.43;891.28;1
-703.49;-555.31;-611.88;0
-251.38;852.49;-516.23;1
-55.92;-458.33;684.64;1
-77.12;584.17;-22.08;1
630.64;-41.5;772.19;0
575.27;50.55;228.96;0
-795.04;89.94;-264.54;1
-556.01;-63.44;413.44;1
691.98;-374.86;832.88;0
58.27;240.06;112.33;1
685.39;416.1;-659.56;0
762.73;518.97;-573.47;0
-814.68;-126.96;680.27;1
-383.99;-222.92;-344.42;0
85.98;-114.96;-686.09;0
-8.4;-738.18;-832.61;0
-757.2;219.31;363.64;1
-272.45;-425.8;-787.66;0
-706.57;-552.45;654.93;1
243.7;406.99;574.79;1
-810.68;-608.48;62.53;1
731.5;725.81;-589.92;0
400.59;-995.12;-970.64;0
-342.95;-554.64;250.28;0
751.56;835.61;-539.83;0
59;16.71;-555.54;0
139.99;-452.51;-565.99;0
68.2;-74.8;63.24;0
-344.29;-140.85;-142.13;1
-564.35;297.37;-735.42;1
233.02;426.43;-716.36;0
160.72;-594.53;153.61;0
-774.53;500.69;-693.92;1
-158.54;-897.65;752.94;0
636.33;135.95;-604.95;0
-318.65;321.85;86.06;1
982;-657.61;-134.66;0
-727.58;888.89;883.5;1
840.68;-280.96;380.35;0
-390.28;707.11;-141.39;1
-926.92;617.18;16.24;1
-790.98;364.12;-889.06;1
-887.57;-897.49;-796.31;0
174.75;365.49;343.99;1
639.82;-405.65;-771.04;0
631.07;785.61;-455.29;0
375.22;-412.31;-679.61;0
101.13;591.2;-456.71;1
357.89;-544.09;-700.69;0
522.16;114.82;528.83;1
-150.4;162.86;-714.23;0
-309.94;805.98;-428.27;1
351.85;152.57;988.42;1
829.77;-992.06;268.05;0
-133.02;-446.12;183.89;0
-867.47;41.79;414.33;1
744.25;-824.19;232.86;0
-370.67;-231.07;-942.52;0
